code,name,credit hours,description
PHY 491,ADVANCED RESEARCH PROJECTS IN PHYSICS,2,"Prerequisite: Permission of the Chair, indicating successful completion of a viable proposal from PHY 490   
This course consists of an advanced computational or experimental project with research for physics majors based on the 
timeline, budget, and all defined accomplishments of the approved PHY 490 proposal."
PHY 495,INTERNSHIP,1-3,Interns work within organizations or other settings gaining experience in a specific area.
PHY 498,SENIOR SEMINAR,1,"Prerequisite: 25 credit hours of Physics.   
Weekly seminar for the discussion and exploration of current topics in physics.  Students will be required to research scientific 
articles and offer both written and oral critiques of the work.  This course will also include preparation for and completion of 
a comprehensive exit exam for physics majors. 
 
COURSES FOR NON– PHYSICS MAJORS"
NSP 220,ANYTHING PHYSICS,3,"Prerequisite: Algebra.   
Once one understands the general concepts of motion, forces, and energy, then all concepts of physics are accessible.  The 
first portion of the course will introduce these ideas to lay down a common language.  The rest of the course will cover 
whatever physics topics the class deems interesting.  Students will leave with the ability to recognize physics in their daily life 
(such as traffic accident reconstruction, gear ratios, refrigerator thermodynamics, physics of the body) and a 
conceptualization of some physics they may see in the news. 
 
 
194 | COURSES OF INSTRUCTION 
 
NSP 220L - ANYTHING PHYSICS LABORATORY (1) 
Concurrent requisite: NSC 220.   
Students will perform selected experiments in mechanics, possibly electronics, thermodynamics, and simply modern physics 
or radiation, designed to complement material covered in NSC 220."
NSP 225,SOLAR SYSTEM ASTRONOMY,3,"Core Area: Natural Science - Physics 
An introduction to the solar system.  Topics include: apparent motions of the sun, moon, and planets in the sky, geocentric 
and heliocentric models of the solar system, telescopes and how they are used to collect and analyze radiation, the moon 
and its phases, the nature of the planets, comets, and asteroids, the origin of the solar system, and spacecraft observations 
of the planets. May be taken by itself or in conjunction with NSP 225L.   
 
NSP 225L - ASTRONOMY LABORATORY (1) 
(3-hour lab)  
Prerequisite or Co-requisite: NSP 225 or NSP 238 
Core Area: Natural Science - Lab   
Students will perform laboratory exercises, telescope observing session, and experiments designed to illustrate the concepts 
discussed in NSP 225 and NSP 238. 
 
NSP 236/237 - CONCEPTS OF PHYSICAL SCIENCE I, II (3, 3) 
Prerequisite: minimum score of 18 on the Math section of the ACT, or satisfactory scores on the in-house math placement 
test, or satisfactory completion of either MAT 096 or MAT 093/094   
Core Area: Natural Science – Physics (236) 
An introduction to the study of the physical sciences involving selected topics from astronomy, geology, chemistry, and 
classical and modern physics. 
 
NSP 236L/237L - CONCEPTS OF PHYSICAL SCIENCE LAB I, II (1, 1) 
(3-hour lab)   
Co-requisite: NSP 236/237  
Core Area: Natural Science - Lab (236L) 
Students will perform selected exercises in Astronomy, Geology and Physics designed to complement material covered in 
NSP 236 or NSP 237."
NSP 238,STELLAR ASTRONOMY,3,"Core Area: Natural Science - Physics 
The stars, stellar systems, and cosmology will be studied.  Topics include: the nature of light, telescopes, multiple star systems, 
stellar evolution, and the origin, evolution, and future of the universe.  This course may be taken in conjunction with NSP 
225L. 
 
COURSES OF INSTRUCTION: POLITICAL SCIENCE"
POS 105,INTRODUCTION TO POLITICAL SCIENCE,3,"Core Area: Social Science 
A course designed to provide the student with an “awakening” to the world of political science by developing an 
understanding and appreciation of the basic concepts, major theories, seminal literature, and their applications within our 
political world.  This course fulfills a core requirement in the social science category."
POS 106,AMERICAN GOVERNMENT,3,"An introductory examination of the principles, structure and practice of the American governmental system."
POS 155,SPECIAL TOPICS,3,"Special topics courses are offered periodically for topics not included in the established curriculum. 
 
COURSES OF INSTRUCTION 
 | 195"
POS 206,STATE AND LOCAL GOVERNMENT,3,"Students study the principal structures, processes and challenges of state and local government."
POS 215,INTRODUCTION TO PUBLIC ADMINISTRATION,3,"An examination of governmental administration and organization in the US at the national, state, and sub-state levels; 
development and evolution of the discipline; organization and management; administrative control and accountability; 
intergovernmental relations; functions and operation within a democratic form of government and political environment."
POS 230,WORLD POLITICS,3,"Prerequisite: POS 105 or BUA 105   
Combining elements of two areas of study (Comparative Politics and International Relations); World Politics will provide 
students with a solid foundation for understanding contemporary international, or world, politics.  Students will be 
introduced to the theories, issues, and economic basis of international relations while developing an understanding of the 
field in preparation for more advanced classes in world politics.  The course will develop awareness of their role as world 
citizens, understanding the impact of global politics upon their lives, and informed judgments about contemporary political 
issues."
POS 255,POLITICAL SCIENCE TOPICS,3,"A special topics course with a focus upon investigating a particular theme, institution, or problem in Political Science."
POS 290,INTRODUCTION TO POLITICAL THEORY,3,"Recommended prerequisite: POS 105   
An introduction to the literature of political theory, and an examination of political ideology, with a focus upon fundamental 
questions of politics and social relations."
POS 306,AMERICAN PRESIDENCY AND CONGRESS,3,"Prerequisite: POS 105   
Designed to introduce students to two key national governmental institutions in the American political system; enabling a 
broad understanding of the development of these American political structures and their respective foci, while providing for 
an exploration of their complex relationship."
POS 311,SOCIAL SCIENCE RESEARCH METHODS,3,"The first of a two-semester series, focused upon assisting students develop their senior thesis paper. Oriented to assisting 
students with developing a quality research paper through (1) developing an appropriate research question and (2) preparing 
an introduction to the research focus, including a discussion of the methods that will be applied to the study question, (3) a 
research outline, and (4) an initial listing of the selected data and/or literature the student has found to be relevant for 
studying the research question. The class includes an introduction to the ethics of social science research."
POS 324,PUBLIC OPINION AND SURVEY RESEARCH,3,"The process of assessing public opinion is an integral aspect of our politics and society.  Survey research aids in creating and 
justifying public policy and the development of campaign strategies.  It provides the basis for much of what the media reports 
to be the ‘will of the people,’ and it helps develop product branding and sales.  Through readings and class exercises, students 
will be introduced to both the theoretical and practical issues of survey research: the processes of obtaining public opinion, 
learn how to design simple survey instruments, and becoming knowledgeable consumers of public opinion polling."
