Course Code,Course Title,Credit Hours,Description
SPN 221,SPANISH COMPOSITION & CONVERSATION I,3," 
This course is designed for the student with some prior background in Spanish. It offers additional practice 
in spoken and written Spanish to improve fluency and flexibility of expression. Students develop greater 
proficiency in  pronunciation, build vocabulary and gain greater control over idiomatic expressions.  
Prerequisite: SPN 131 or  higher  
 "
SPN 222,SPANISH COMPOSITION & CONVERSATION II,3," 
This course offers additional practice in spoken and written  Spanish to improve fluency and flexibility of 
expression. Communication skills strengthen while written texts approach norms of nativ e composition. 
Students develop greater proficiency in pronunciation, build vocabulary and gain greater control over 
idiomatic expressions.  
Prerequisite: SPN 131 or higher  
 "
SPN 231,INTERMEDIATE SPANISH I,4," 
Improves the basic skills of language learnin g with emphasis on speaking and writing. Introduces sustained 
readings in Spanish. Prerequisite: SPN 132 or higher  
 
 "
SPN 232,INTERMEDIATE SPANISH II,4," 
Continues to stress speaking practice and writing improvement. Readings and discussions in Spanish, 
focusing on contemporary events and Hispanic culture.  
Prerequisite: SPN 231  
  
………………………………………  
 
SURGICAL TECHNOLOGY  
 "
STM 101,INTRODUCTION TO SUSTAINABILITY,3," 
Students will familiarize themselves with the environmental issues facing our community, state, country 
and planet. This course will provide meaning to the term “sustainability” in order to build skills that will 
help the leaders of tomorrow protect the Earth’s resources and meet the needs of humanity indefinitely. 
It is an introduc tion to both the scientific and social sides of the environmental problems the world  faces, 
with a specific aim at establishing a foundation in environmental comprehension and for further learning 
within the topic of sustainability.  
 "
STM 401,SYSTEMS THINKI NG: TOPICS IN SUSTAINABILITY,3," 
In a changing world, systems -thinking is needed to make wise decisions, solve complex problems, and 
understand your role within the larger context. This course uses topics in  sustainability to develop systems 
thinking sk ills and to engage with real -world, meaningful issues. Topics include: complex systems theory, 
energy systems, social systems, ecosystems, and others. Students will research, speak, and write about 
these topics in depth to explore the complete system, the challenges involved, and the potential solutions 
that exist.  
Prerequisite s: STM 101, PHL 232 and MAT 13 0* or higher  
 
………………………………………  
 
THEATRE (THR)  
 "
THR 102,THEATRE ACTIVITIES,1," 
Students are actively involved in creating, producing, acting, building, designing and the technical direction 
of a small studio production. Involvement may include acting or technical production.  
 "
THR 116,INTRODUCTION TO THEATRE,3," 
Survey of Western theatre and drama. Appreciation of theatre through understanding of histor ical 
development and societal function. Theatre architecture, production, costuming and acting styles, and the 
artists who create them.  
 
 "
THR 131,STAGECRAFT I,3," 
Basic theory of set design, including tools, equipment, terminology and construction.  
  "
THR 134,STAGECRAFT II,3," 
Continuation of Stagecraft I focusing on further developing techniques of stage scenery construction, 
rigging, scene painting and technical drafting. Process and methods of communicating design ideas 
through graphic representat ion are presented.  
Prerequisite: THR 131  
 "
THR 145,FUNDAMENTALS OF ACTING I,4," 
Fundamental theories and methodologies of acting and character development, using theatre games, 
improvisations and scene work with an emphasis on developing an ensemble.  
 "
THR 146,FUNDAMENTALS OF ACTING II,4," 
Advanced character work and an opportunity to rehearse and perform a studio theatre production.  
Prerequisite: THR 145  
 "
THR 151,MAKE -UP FOR STAGE & VIDEO,3, 
THR 201,BACKSTAGE CERTIFICATION,1," 
Students receive training in manual and computerized light boards, sound systems, rigging and stage 
management and become certified on college equipment. Stude nts crew a production.  
 "
THR 216,VOICE FOR THE ACTOR,3," 
This course will train the actor in the mechanics of vocal production, in the clarity, expressiveness and 
emotional context required for communicating the meaning of the spoken and written language  and in 
dialects.  
 "
THR 241,LIGHTING FOR STAGE AND VIDEO ,3," 
Students learn the theoretical and practical aspects of lighting design for theatre, dance and video. 
Emphasis on design, execution and problem solving.  
 "
THR 260,INTRODUCTION TO DIRECTING,3," 
Fundamentals of play directing. Exploration of text analysis, staging techniques and rehearsal processes. 
Student -directed scenes analyzed and critiqued. The instructor may allow you to take the prerequisite of "
THR 268,THEATRE PRACTICUM,3," 
Practicum for actors, directors, technicians and playwrights. Students will gain practical experience within 
their field through active participation. Note: May be taken three times for credit (nine total credits may 
be earned).  
Prerequisite: Instructor Permission Required  
 
………………………………………  
UNMANNED AERIAL SYSTEMS (UAS)  
 "
UAS 101,Introduction to Unmanned Aerial Systems,4," 
This course prepares students to operate in the Federal Aviation Administration cont rolled and 
uncontrolled airspace system. Various rules and regulations regarding aircraft and unmanned aerial 
systems (UAS) will be covered. Flying of UAS will be included.  
 
………………………………………  
 
WELDING TECHNOLOGY (WLD)  
 "
WLD 100,FUNDAMENTALS OF WELDING,4,"
Fundamentals of oxyacetylene and electric arc processes, history and applications. Includes study of gases, 
electricity, equipment and safety procedures. Provides laboratory experience welding in flat and 
horizontal positions.  
 "
WLD 110,MIG/TIG WELDING,4, 
WLD 115,WELD III -WELDING ALUMINUM AND STAINLESS STEEL,4," 
Covers theory and fundamental application of welding as required in fabrication of aluminum and stainless 
steel.  Includes the development of basic skills in preparation, cutting and welding of these unique 
materials. Provides a hands -on experience with the use of GMAW and G TAW on aluminum and  
stainless steel.  
Prerequisite: WLD 110  
 "
WLD 220,WELDING CERTIFICATION,4," 
This course provides a focus on welding certification component essentials to include real -time test 
environment and materials that meet the AWS welding stand ard. 
Prerequisite: WLD 115  
 
………………………………………  
 
WORLD LANGUAGES (WRL)  
 "
WRL 102, PORTUGUESE CONVERSATION,2,"
This course is designed for people who have little or no knowledge of Portuguese. The emphasis is on 
speaking and listening. The course introduces practical vocabulary, culture, pronunciation, and essential 
grammar with minimal reading and writing.
"
WRL 103, PORTUGUESE CONVERSATION II,2,"
This course is designed for people who have little knowledge of Portuguese. The emphasis is on speaking 
and listening. The course presents additional practical vocabulary, culture, pronunciation, and essential 
grammar with minimal reading and writing.
Prerequisite: WRL 102
"
