code,name,credit hours,description
PHL 201,History of Philosophy: ,3,"Ancient to Medieval
This course introduces students to the 
Western tradition of philosophical thinking, 
beginning with its origins in ancient Greece 
and ending with the developments in Medieval 
Philosophy. Emphasis is placed on an analysis 
and understanding of each significant period 
of philosophical development, including the 
concepts of historically important philosophers, 
the connection among philosophical theories 
and their historical developments, and their 
influence on each other.
IAI: H4 901.
(3 lec/0 lab) 
3 sem hrs"
PHL 202,History of Philosophy: ,3,"Modern Philosophy
This course introduces students to the Western 
tradition of philosophical thinking, beginning 
with developments during Early Modernity and 
ending with 20th century and contemporary 
philosophy. Emphasis is placed on an analysis 
and understanding of each significant period 
of philosophical development, including the 
concepts of historically important philosophers, 
the connections among philosophical theories, 
their historical developments, and their 
influence upon each other.
IAI: H4 902.
(3 lec/0 lab) 
3 sem hrs"
PHL 296,Special Topics for Philosophy,1 to 3,"The course offers in-depth exploration of 
a special topic, issue or trend in the field of 
philosophy. Repeatable to a maximum of 12 
semester hours for different special topics; 
6 semester hours may apply to a degree or 
certificate.
(1 to 3 lec/0 lab) 
1 to 3 sem hrs
Phlebotomy  (PBT)"
PBT 105,Theoretical and Clinical ,4.5,"Aspects of Phlebotomy
This course prepares the student for the role 
of a phlebotomy technician. Instruction in 
human structure and function of each of 
the eleven body systems is covered with an 
emphasis on the vascular and circulatory 
systems. Additional topics include venipuncture 
and dermal puncture techniques, specimen 
collection, processing and handling; legal and 
ethical issues related to specimen collection; 
infection control; OSHA requirements and the 
importance of professionalism while interacting 
with patients.
Note: Each student is required to carry a 
personal health insurance policy. Proof of 
insurance is due by the second week of an 8-week 
PBT105 Theoretical and Clinical Aspects of 
Phlebotomy class, or by the fourth week of a 16-
week PBT105 Theoretical and Clinical Aspects 
of Phlebotomy class.
Prereq: C or better in ENG080 or placement by 
appropriate measures into ENG085 or higher.
(3.5 lec/2 lab) 
4.5 sem hrs"
PBT 297,Phlebotomy Externship,1.5,"Combining academic credit with professional 
experience, this externship allows students 
to learn about, observe and work in the 
phlebotomy field while interacting with 
providers, staff and patients. This course 
provides students 100 working hours of 
hands-on experience at a clinical site within the 
community. Following OSHA safety techniques, 
students are afforded the opportunity to 
perform a minimum of 100 unaided successful 
venipunctures, per The American Society 
of Clinical Pathologists (ASCP) certification 
requirements. Repeatable to a maximum of 3 
semester hours on a space-available basis; 1.5 
semester hours may apply to the phlebotomy 
certificate.
Prereq: C or better in PBT105 and HIT110 
or concurrent enrollment; American Heart 
Association Basic Life Support for Health Care 
Providers; physical examination; completion 
of two-step tuberculosis test; proof of current 
immunization status, a background check and a 
ten panel drug screen.
(.5 lec/7.5 lab) 
1.5 sem hrs
142
2023/2024
Course Descriptions
Physics
Physics  (PHY)"
PHY 103,Concepts of Physics,3,"This is a survey course of the principles of 
physics concentrating on the analysis of 
physical phenomena encountered in everyday 
experience. It talks about fundamentals of 
physics from a conceptual viewpoint rather 
than mathematical. Topics covered include: 
mechanics, properties of matter, heat, sound, 
electricity and magnetism, light and relativity. 
As a result of this course students will be able 
to apply scientific thinking in their everyday life 
and careers.
Note: Students enrolling in PHY103 are not 
required to enroll in PHY104 (lab). However, 
those students needing a four semester hour 
lab science for transfer purposes may wish to 
concurrently enroll in PHY103 and PHY104.
IAI: P1 900.
(3 lec/0 lab) 
3 sem hrs"
PHY 104,Concepts of Physics ,1,"Laboratory
This laboratory course is designed to provide 
further opportunity for students to observe 
first-hand many of the physical phenomena 
described in PHY 103, Concepts of Physics, 
and to demonstrate and reinforce the concepts 
and principles developed in that course. In this 
hands-on course, students record and analyze 
data and evaluate experimental results.
Recommended Coreq: PHY103.
IAI: P1 900L.
(0 lec/2 lab) 
1 sem hrs"
PHY 111,Introduction to Physics I,4,"This is the first course of a two-semester 
sequence covering algebra and trigonometry-
based physics. In this course, students are 
provided the opportunity to apply the principles 
and phenomenon of classical mechanics 
including physical laws governing motion, 
force, work, energy, momentum, rotation, 
fluid dynamics and wave motion and thermal 
physics. Students will also use data, graphs, or 
measurements to analyze experimental results.
Prereq: C or better in MTH130 or placement 
determined by appropriate measures.
IAI: P1 900L.
(3 lec/3 lab) 
4 sem hrs"
PHY 112,Introduction to Physics II,4,"This course is the second course of a two-
semester sequence. In this course students 
apply the principles of electricity and 
magnetism, geometric and physical optics, 
and modern physics. Students will also use 
data, graphs, or measurements to analyze 
experimental results.
Prereq: PHY111.
(3 lec/3 lab) 
4 sem hrs"
PHY 221,General Physics I,5,"This course is the first part of a three-semester 
sequence in Calculus-based Physics. In this 
course students apply the principles of physical 
laws governing motion, force, work, energy, 
momentum, rotation, oscillations and waves 
and fluid dynamics. Students also solve physics 
problems using data, graphs, measurements 
or mathematical methods. This course is 
ordinarily required for students pursuing 
degrees in engineering, physics, chemistry and 
mathematics.
Prereq: MTH131 or concurrent enrollment.
IAI: P2 900L.
(4 lec/3 lab) 
5 sem hrs"
PHY 222,General Physics II,5,"This course is the second part of a three-
semester sequence in the Calculus-based 
physics. In this course students apply the 
principles of electricity and magnetism, 
basic electronics and geometric and physical 
optics. Students solve physics problems using 
data, graphs, measurements or mathematical 
methods. This course is ordinarily required 
for students pursuing degrees in engineering, 
physics, chemistry and mathematics.
Prereq: MTH132 or concurrent enrollment; C or 
better in PHY221.
(4 lec/3 lab) 
5 sem hrs"
PHY 223,General Physics III,4,"This Calculus-based course follows the General 
Physics I and II sequence. Students will study 
thermal physics, special relativity, introductory 
quantum mechanics, nuclear physics, and 
particle physics. Students solve physics 
problems using data, graphs, measurements 
or mathematical methods. This course is 
ordinarily required for students pursuing 
degrees in engineering, physics, chemistry and 
mathematics.
Recommended Prereq: MTH240 or concurrent 
enrollment.  Prereq: C or better in PHY222.
IAI: PHY 914 (IAI Approval Pending).
(3 lec/3 lab) 
4 sem hrs
Political Science  (PSC)"
PSC 100,Introduction to American ,3,"Government
This course provides an introduction to the 
structure and operation of the American 
national government. Political institutions 
and American political process are included, 
with a focus on such topics as: the principles 
of democracy, federalism, the U.S. and Illinois 
Constitutions, elections, civil liberties, domestic 
and foreign policy, and executive, legislative and 
judicial processes.
IAI: S5 900.
(3 lec/0 lab) 
3 sem hrs"
PSC 220,Comparative Government,3,"This course offers a comparative examination 
of political systems and institutions, placing an 
emphasis on: common governmental problems, 
causes of political instability and revolution, 
and the techniques of political analysis. The 
impact of historical, economic, political, and 
social factors are included in this analysis. 
Global examples are studied, including both 
Western European and non-Western political 
systems and institutions.
IAI: S5 905.
(3 lec/0 lab) 
3 sem hrs"
PSC 240,State and Local Government,3,"This course examines the powers, structures, 
functions and the contemporary issues of state 
and local governments in the United States. 
Emphasis is placed on the political, social 
and economic influence on the government 
affairs of the State of Illinois as well as 
local governmental entities in the greater 
Chicagoland metropolitan area. Federalism, and 
the evolution of the state governmental power, 
is also explained.
IAI: S5 902.
(3 lec/0 lab) 
3 sem hrs"
PSC 260,Introduction to International ,3,"Relations
An introduction to the basic theories, 
concepts, actors, and issues of international 
relations. This course provides an overview of 
international relations, focusing on sociological, 
economic, historical, and political factors that 
impact the interactions of nations. An analysis 
of contemporary problems in world politics, 
examining both causes for conflict and potential 
solutions on the global stage.
IAI: S5 904.
(3 lec/0 lab) 
3 sem hrs
143
www.waubonsee.edu
Course Descriptions
Psychology"
