Course Code,Course Title,Credit Hours,Description
SOC 450 ,Senior Seminar ,3,". A concluding course focused upon sociological concepts, theories, contributors, 
literature, and methods. This should be the terminal major course. Prerequisite: SOC 201. 
Note: This course is a capstone course for the Sociology program. Therefore, students majoring in this program cannot 
substitute this course. 
 
Spanish"
SPA 101 ,Elementary Spanish I ,3,". An introduction to the fundamentals of oral-aural and reading-writing in the 
language. Grammatical structure, conversational form, and various aspects of Spanish culture are important parts of the 
course. Students learn to use the spoken language and work on pronunciation. Prerequisite: None."
SPA 102 ,Elementary Spanish II ,3,". A continuation of SPA 101. The basic language skills (speaking, reading, 
writing, and listening) introduced in SPA 101, along with Spanish culture, will be emphasized to complete the 
introductory level. Prerequisite: SPA 101. 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 348 ~"
SPA 201 ,Intermediate Spanish I ,3,". A continuation of the first-year course. Students continue to improve their 
proficiencies in oral-aural and reading-writing skills. They must demonstrate increased linguistic proficiency and 
humanistic understanding of the Spanish people through reading historical or cultural texts in Spanish. Prerequisite: SPA 
102."
SPA 202 ,Intermediate Spanish II ,3,". A continuation of SPA 201. Students continue to demonstrate intensive reading 
knowledge of texts dealing with Spanish literature and culture, with emphasis on speaking and writing short Spanish 
compositions. Vocabulary expansion is also emphasized. Prerequisite: SPA 201."
SPA 301 ,Methods and Materials of Teaching Spanish ,3,". This course will acquaint students with principles of 
language acquisition and trends in foreign language education. It will also explore the methods and strategies of teaching 
Spanish at the secondary level. Topics examined include instructional strategies related to the teaching of Spanish, 
innovation, teaching resources, curriculum development, lesson and unit planning, and classroom practice and 
management. Prerequisite: SPA 102."
SPA 303 ,Conversational Spanish ,3,". In this course, in-class discussions and oral presentations will provide students 
with the opportunity to practice intermediate-level conversational Spanish. The subject matter covered in the course will 
relate to Spanish culture, current events, and our ports of call. There will also be a limited focus on writing skills in 
Spanish through the development of a voyage-long journal. Prerequisite: SPA 202."
SPA 305 ,Introduction to Latin American Literature ,3,". At an intermediate-high level, this course will introduce 
students to literary concepts and literature from Latin America. Students also experience intensive work in conversation 
and composition. Class is conducted entirely in Spanish. Prerequisite: SPA 202."
SPA 402 ,Studies in Iberian Peninsula Literature ,3,". At an intermediate-high level, this course will examine texts and 
literary movements from the literature of Spain, both classical and modern. Class is conducted entirely in Spanish. 
Prerequisite: SPA 202. 
 
Special Education"
SPE 201 ,Introduction to the Study of Exceptional Children ,3,". An overview of the various exceptionalities and an 
introduction to basic special education services and procedures. Practicum is required. Prerequisite: None."
SPE 205 ,Language Development ,3,". A course emphasizing the study of normal language development with 
emphasis on the development of the phonological, syntactic, and semantic systems in children. This course will 
emphasize the use of assistive technologies in language instruction. Field experience required. Prerequisite: Admission to 
EPP."
SPE 303 ,Assessment of Children K-6 ,3,". Development of the essential skills required to diagnose skills deficits and 
to plan and implement educational strategies to remediate deficits experienced by exceptional learners. This course also 
incorporates strategies for using assistive technology to diagnose and remediate exceptional learners. Practical 
experiences using assessment techniques will be stressed. This course also addresses the management and manipulation 
of the physical environment to ensure an appropriate setting for assessment. Field experience required. Prerequisite: SPE 
201 and Admission to EPP."
SPE 304 ,Parent and Family Assessment ,3,". This course is designed to provide teacher candidates with knowledge 
and skills required to successfully develop and maintain positive, collaborative relationships with the parents/families of 
all students. Topics include historical and current perspectives of family involvement in the education process, family 
COURSE DESCRIPTIONS, AAMU Undergraduate Bulletin, 2023-2024 
~ 349 ~ 
 
perspectives and roles, and ethical considerations required to establish and maintain strong family-school partnerships 
with families of students from diverse cultural and linguistic backgrounds. Candidates will develop skills needed to be 
effective partners and sources of support for parents and families of their students. Prerequisite: None."
SPE 306 ,Methods and Materials in ECSE ,3,". A course designed to give beginning teachers requisite skills in 
designing, developing, implementing, and evaluating methods and materials to be used with preschool children with 
disabilities. Practicum required. Prerequisite: SPE 209."
