code,name,credits,description
BIB 2310,History of Christianity ,Three,"Students will seek to discover what transpired in Christianity from the 1st century to modern times in 
order to understand what Christianity is in the present. They will identify the major events, 
personalities, and theological issues, both Western and non-Western, that shaped the development of 
Christianity. They will appreciate the challenges that the church faced as it matured in history, and they 
will gain perspective on the challenges still facing the church today. Prerequisite: BIB1050. This is an 
upper level course available to juniors and seniors. It is also offered at a graduate level. Three hours. 
 "
BIB 3290,New Testament Exposition ,Three,"Foundational principles of effective Bible study will be applied for personal study and small group Bible 
study leadership. Observational skills of the English text of the New Testament will be developed 
through hands-on activities and assignments. Hermeneutical principles will be applied to various biblical 
genres with the goal to equip the learner to interpret the text based on its historical/cultural and literary 
context. Application of the meaning of the text for spiritual formation will be emphasized as well. 
Prerequisites: BIB1050, BIB2010, and BBL2020. Three hours. 
 "
BIB 3300,Essential Doctrinal Themes ,Three,"An overview of the essential doctrines every Christian should know and be able to articulate and defend. 
This course will focus on allowing students to engage in collaborative exercises to challenge their 
thinking and solidify their faith.  This course is required in the liberal arts core curriculum. Three hours. 
 "
BIB 3310,Old Testament Exposition ,0,"Grace College and Seminary Catalog | 2023-2025 
 
Biblical Studies Department 
14 "
BIB 4060,Expository Preaching and Teaching ,Three,"This course combines both theory and practice. It introduces a functional methodology of organizing 
and developing the elements of a sermon. It examines issues of bridging exegesis and exposition as well 
as the application of biblical truth and the effective delivery to listeners. Approximately one-third of the 
course is devoted to a lab setting where lessons and sermons are video-recorded and critiqued. 
Prerequisites: COM1100, BIB1050 and BIB2010. Three hours. 
 
 
Educational Ministries "
BBL 2030,Foundations of Educational Ministry ,0,"This course exposes students to learning theories and educational practices that can be applied to 
ministry settings. Learning theories help teachers understand how humans acquire new knowledge and 
embrace truth for transformational life change. This course will address not only inner processes that 
bring about growth, but also the environmental and social influences that can either promote or hinder 
wholistic learning that results in biblical wisdom. 
 "
BBL 2040,Foundations of Ministry Leadership ,0,"This course looks at the life of Jesus to learn from Him as the Master Teacher, Leader and Discipler. 
Students will explore Scripture and the lives of other godly men and women to gain a composite picture 
of leadership that addresses heart issues in the lives of people they will lead. Leadership from a biblical 
perspective will be countercultural and address issues of pride vs. humility, how we view failure/success 
and taking initiative in a Spirit-driven process. Students will have the opportunity for hands on 
integration of theory with practice as they process the course concepts in life with others in a relational 
context of ministry. "
BBL 2050, Relational Skills for Ministry ,0," Theoretical principles of interpersonal communication and conflict management skills will be applied to 
ministry settings in order to equip the learner to work more effectively with a variety of people in 
diverse settings. Through course material, individual reflection, and small group experiences, learners 
will explore the biblical foundations of relationships, personal relating style, small group dynamics and 
roles, and conflict management skills. The focus of this course contains principles for evaluating 
relational maturity, elements that help and hinder spiritual community and skills for dealing with conflict 
in healthy ways utilizing effective communication skills necessary for personal and ministerial 
development. Three units. 
 
See School of Behavioral Sciences, School of Education, and School of Arts & Sciences catalogs for 
additional course listings. 
 
Grace College and Seminary Catalog | 2023-2025 
 
Biblical Studies Department 
15 "
ICS 3110,Intercultural Communication ,Three,"Students will examine the principles and processes of communicating effectively with people from a 
second cultural context, whether in multi-cultural U.S.A. or in other countries. The course will 
investigate functional perception and how cultural worldview, beliefs, and values affect it through the 
personal perception of each individual. Students will explore how the shaping of the message, the style 
of communication, and the use of communication networks help to penetrate different cultures with 
the gospel. Dangers of ethnocentrism and its affect on the cross-cultural communication process will be 
discussed. The principles examined are valuable for intercultural relations in any field of work. 
Prerequisite: MIS2010. Three hours. 
 "
ICS 3210,Applied Cultural Anthropology ,Three,"The nature of man and how his culture affects him are explored with a view to how this, in turn, affects 
ministry in intercultural contexts. Worldview assumptions and resulting values, beliefs, behavior, and 
attitudes are studied as to how they affect the person in his perception and understanding of the 
physical and spiritual world around him and, ultimately, his understanding of the Gospel. Social 
organization is examined as to how it affects ministry strategy, and the nature of culture change is 
investigated with a view to evangelism. Prerequisites: MIS2010. Three hours. 
 "
ICS 3300,Eastern World Religions ,Three,"In this course the belief systems of major religions originating and concentrated in the Eastern world are 
studied with a view to understanding why the tenets make sense and drive behavior for the adherents. 
How each religion affects the host culture and how the culture affects the religion will be explored. The 
inadequacies of each belief system will be discussed in light of the adequacy of Christianity, but an 
introductory understanding of biblical theology is assumed.   Religions covered in the course include 
Hinduism, Buddhism, Jainism, Sikhism, Chinese Popular Religion (Taoism and Confucianism, with 
reflections of Taoism in Native American Religion), and Shintoism. These will be introduced with a short 
Theology of Religions.  Three hours. "
ICS 3350,Middle-Eastern World Religions ,Three,"In this course the belief systems of major religions originating and concentrated in the Middle East are 
studied with a view to understanding why the tenets make sense and drive behavior for the adherents. 
How each religion affects the host culture and how the culture affects the religion will be explored. The 
inadequacies of each belief system will be discussed in light of the adequacy of Christianity, but an 
introductory understanding of biblical theology is assumed.   Religions covered in the course include 
Judaism, Islam, Baha’i, Zoroastrianism (Zarathustrism), and African Animism. These will be introduced 
with a short Theology of Religions and comments on why various religions have similarities with others.  
Three hours. "
MIS 2010,Introduction to World Missions ,0,"This introductory course will help students discover basic understandings, motives, and methods for 
successful missionary work. Practical subjects such as good and bad reasons for going into missions, 
departure from and reentry into one’s own culture, entering a new culture, and choosing a mission field 
will be discussed. Basic skills for God’s work in another culture will be introduced. Theological and 
Grace College and Seminary Catalog | 2023-2025 
 
Biblical Studies Department 
16 "
MIS 2080,Teamwork and Leadership Training in Missions ,Three,"Students will discover and carefully examine the biblical data on teamwork, emphasizing the New Testament 
material. From this examination, principles guiding biblical teamwork will be gleaned with primary emphasis 
on application to missionary teams today, especially those involved in church planting. Students will also 
discover biblical patterns and models of leadership training with a view to their practice today. Other 
practices of leadership training will be evaluated in light of this study. Attention will be given to the 
relationship between biblically sound leadership and team health and effectiveness. Prerequisites: MIS2010. 
Three hours. 
 "
